City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
267,Fallingbostel,DE,52.87,9.70,80.69,53,25,11.12,scattered clouds
268,Salina Cruz,MX,16.17,-95.20,92.8,50,59,8.28,broken clouds
269,La Primavera,CO,5.49,-70.41,81.61,77,66,6.42,broken clouds
270,Geraldton,AU,-28.77,114.60,66.61,94,75,20.71,broken clouds
271,Qaqortoq,GL,60.72,-46.03,53.64,79,82,3.58,broken clouds
272,Saint Pete Beach,US,27.73,-82.74,94.1,65,0,11.5,clear sky
273,Abaza,RU,52.66,90.09,53.24,75,100,4.34,overcast clouds
274,Nizwa,OM,22.93,57.53,82.89,79,92,6.58,light rain
275,Kimbe,PG,-5.55,150.14,76.66,89,83,2.35,broken clouds
276,Ginir,ET,7.13,40.70,57.85,81,100,8.48,light rain
277,Mount Gambier,AU,-37.83,140.77,39.09,84,2,5.26,clear sky
278,Mikuni,JP,36.22,136.15,71.51,82,90,2.93,overcast clouds
279,Kampene,CD,-3.60,26.67,75.83,46,46,2.39,scattered clouds
280,Byron Bay,AU,-28.65,153.62,55.94,74,100,16.2,overcast clouds
281,Katsuura,JP,35.13,140.30,77.74,84,60,7.94,broken clouds
282,Tarpon Springs,US,28.15,-82.76,94.06,69,0,10.0,clear sky
283,Maua,BR,-23.67,-46.46,67.8,88,71,6.69,broken clouds
284,Marsaxlokk,MT,35.84,14.54,82.08,69,0,3.44,clear sky
285,Tautira,PF,-17.73,-149.15,76.24,73,0,10.36,light rain
286,Komsomolskiy,UZ,40.43,71.72,81.32,34,0,6.91,clear sky
287,Bandar-E Lengeh,IR,26.56,54.88,91.87,68,64,8.46,broken clouds
288,Broome,US,42.25,-75.83,93.45,52,24,8.01,few clouds
289,Arman,RU,59.70,150.17,60.19,81,16,0.69,few clouds
290,Dorchester,US,33.10,-80.38,84.29,94,40,0.0,light rain
291,Pathanamthitta,IN,9.27,76.78,77.74,97,100,3.15,overcast clouds
292,Bengkulu,ID,-3.80,102.27,75.81,90,63,2.95,broken clouds
293,Nanortalik,GL,60.14,-45.24,52.07,80,15,13.82,few clouds
294,Madang,PG,-5.22,145.80,75.47,92,99,3.53,overcast clouds
295,Kaya,BF,13.09,-1.08,81.79,65,98,8.48,overcast clouds
296,Hovd,MN,48.01,91.64,55.2,56,7,3.8,clear sky
297,Lewisporte,CA,49.25,-55.05,67.71,95,100,14.5,overcast clouds
298,Vostok,RU,46.49,135.88,61.11,97,12,2.01,few clouds
299,Uong Bi,VN,21.03,106.78,80.58,91,95,3.87,light rain
300,Menongue,AO,-14.66,17.69,52.81,44,22,4.21,few clouds
301,Bilma,NE,18.69,12.92,94.66,14,72,3.76,broken clouds
302,Klaksvik,FO,62.23,-6.59,49.12,91,98,19.15,overcast clouds
303,Rocha,UY,-34.48,-54.33,59.63,80,1,9.62,clear sky
304,Kenai,US,60.55,-151.26,59.09,82,100,9.22,overcast clouds
305,Prokuplje,RS,43.23,21.59,76.28,45,0,3.33,clear sky
306,Celestun,MX,20.87,-90.40,88.05,64,7,20.27,clear sky
307,Taoudenni,ML,22.68,-3.98,94.91,35,56,20.71,broken clouds
308,Worcester,US,42.33,-71.83,93.99,54,0,9.22,clear sky
309,Karaton,ID,-6.34,106.10,72.14,94,29,1.99,scattered clouds
310,Dicabisagan,PH,17.08,122.42,79.2,89,76,2.98,broken clouds
311,Yangcun,CN,39.36,117.06,73.38,91,1,2.77,clear sky
312,Parabel,RU,58.70,81.48,60.12,72,100,4.14,overcast clouds
313,Kahului,US,20.89,-156.47,81.97,78,40,20.71,scattered clouds
314,Alice Springs,AU,-23.70,133.88,33.35,75,0,0.0,clear sky
315,Richards Bay,ZA,-28.78,32.04,63.16,89,12,6.51,few clouds
316,The Valley,AI,18.22,-63.06,86.83,74,40,18.41,scattered clouds
317,Souillac,MU,-20.52,57.52,68.38,73,75,12.66,light rain
318,Pomabamba,PE,-8.83,-77.47,62.35,30,13,5.79,few clouds
319,Marzuq,YE,14.40,46.47,78.51,57,100,5.32,overcast clouds
320,Puerto Escondido,MX,15.85,-97.07,90.43,55,40,6.91,scattered clouds
321,Andenes,NO,69.31,16.12,58.98,88,75,6.91,broken clouds
322,Masunga,BW,-20.62,27.45,54.5,62,13,6.93,few clouds
323,Kovur,IN,14.48,79.98,84.65,67,50,7.43,scattered clouds
324,Lazaro Cardenas,MX,17.96,-102.20,86.9,70,6,10.54,clear sky
325,Port Blair,IN,11.67,92.75,78.84,94,100,1.14,mist
326,Gizo,SB,-8.10,156.84,81.45,74,89,5.59,overcast clouds
327,Paoua,CF,7.24,16.44,68.85,96,95,1.34,overcast clouds
328,Edd,ER,13.93,41.69,91.83,48,100,6.44,overcast clouds
329,Kloulklubed,PW,7.04,134.26,73.9,73,67,1.61,broken clouds
330,Ballitoville,ZA,-29.54,31.21,61.25,94,0,2.3,clear sky
331,Rio Gallegos,AR,-51.62,-69.22,34.74,68,100,35.84,overcast clouds
332,Grindavik,IS,63.84,-22.43,51.75,87,40,17.27,scattered clouds
333,Omboue,GA,-1.57,9.26,71.74,88,74,6.78,broken clouds
334,Kasangulu,CD,-4.59,15.17,69.94,79,7,3.83,clear sky
335,Shangqiu,CN,34.45,115.65,70.23,97,37,5.1,scattered clouds
336,Kumluca,TR,36.37,30.29,83.59,41,0,7.25,clear sky
337,Irbeyskoye,RU,55.64,95.45,52.05,91,48,3.22,scattered clouds
338,Ergani,TR,38.27,39.76,79.9,18,0,4.92,clear sky
339,Saint-Pierre,RE,-21.34,55.48,67.68,65,0,13.8,clear sky
340,Wuwei,CN,37.93,102.64,67.51,48,77,18.16,broken clouds
341,Sfantu Gheorghe,RO,45.87,25.78,69.26,61,4,1.03,clear sky
342,Pemangkat,ID,1.17,108.97,78.69,86,9,3.22,clear sky
343,Ostersund,SE,63.18,14.64,73.85,49,75,8.05,broken clouds
344,Petukhovo,RU,55.07,67.90,63.41,93,90,11.27,overcast clouds
345,Belmonte,BR,-15.86,-38.88,72.5,78,3,8.93,clear sky
346,Portland,US,45.52,-122.68,89.53,46,0,9.22,clear sky
347,Adrar,MR,20.50,-10.07,95.85,18,19,11.54,few clouds
348,Am Timan,TD,11.03,20.28,75.27,84,96,4.45,overcast clouds
349,Okha,RU,53.57,142.95,56.73,93,100,10.74,overcast clouds
350,Santa Ana,US,33.75,-117.87,100.87,46,75,11.5,broken clouds
351,Amreli,IN,21.62,71.23,78.03,87,77,11.39,broken clouds
352,Jaroslaw,PL,50.02,22.68,71.51,77,0,5.59,clear sky
353,Yulara,AU,-25.24,130.99,44.83,52,7,10.36,clear sky
354,Hambantota,LK,6.12,81.12,78.35,85,98,17.6,overcast clouds
355,Vanavara,RU,60.34,102.28,51.64,96,59,4.63,broken clouds
356,Villarrica,PY,-25.75,-56.43,74.23,71,6,5.66,clear sky
357,Athenry,IE,53.30,-8.74,56.97,74,100,5.08,overcast clouds
358,Valparaiso,CL,-33.04,-71.63,62.83,58,0,10.36,clear sky
359,Athabasca,CA,54.72,-113.29,73.81,37,12,13.65,few clouds
360,Ust-Tsilma,RU,65.44,52.15,60.49,73,23,5.19,few clouds
361,Diban,SY,35.04,40.52,92.01,24,0,16.53,clear sky
362,Antalya,TR,36.77,30.72,88.39,25,0,9.22,clear sky
363,Huilong,CN,31.81,121.66,77.02,92,83,9.8,broken clouds
364,Tabou,CI,4.42,-7.35,75.49,72,99,7.96,overcast clouds
365,Katobu,ID,-4.94,122.53,73.92,96,14,4.16,few clouds
366,Evensk,RU,61.95,159.23,62.1,61,15,4.18,few clouds
367,Keetmanshoop,NA,-26.58,18.13,57.7,39,0,3.44,clear sky
368,Terney,RU,45.05,136.61,62.4,93,66,2.66,broken clouds
369,Kedrovka,RU,55.53,86.05,58.08,97,100,4.99,light rain
370,Yaan,NG,7.38,8.57,73.8,87,100,3.6,light rain
371,Cockburn Town,TC,21.46,-71.14,82.26,77,1,20.07,clear sky
372,Hokitika,NZ,-42.72,170.97,45.48,75,100,4.99,light rain
373,Rexburg,US,43.83,-111.79,90.43,18,0,4.61,clear sky
374,Parsabad,IR,39.65,47.92,77.83,59,0,13.67,clear sky
375,Camacha,PT,33.08,-16.33,69.22,73,75,8.05,broken clouds
376,Oktyabrskoye,RU,43.06,44.74,62.74,94,52,0.0,broken clouds
377,Luau,AO,-10.71,22.22,66.24,33,17,5.95,few clouds
378,Kwinana,AU,-32.25,115.77,60.33,95,100,23.73,moderate rain
379,Boksitogorsk,RU,59.47,33.85,63.61,97,31,6.02,scattered clouds
380,Muzhi,RU,65.37,64.67,58.35,69,100,4.63,overcast clouds
381,Puerto Narino,CO,-3.77,-70.38,77.95,89,88,1.61,overcast clouds
382,Vinh,VN,18.67,105.67,77.9,89,81,0.49,broken clouds
383,Kisesa,TZ,-3.08,34.15,65.61,53,0,9.66,clear sky
384,Constancia,MX,24.22,-107.19,97.43,43,59,15.19,broken clouds
385,San Cristobal,VE,7.77,-72.22,78.98,57,62,6.4,broken clouds
386,Imeni Babushkina,RU,59.76,43.13,53.94,98,100,8.75,overcast clouds
387,Manutuke,NZ,-38.68,177.92,51.04,65,16,13.42,few clouds
388,Bubaque,GW,11.28,-15.83,76.68,91,100,16.84,moderate rain
389,Bjornevatn,NO,69.67,29.98,55.74,88,75,0.0,broken clouds
390,Marienburg,PL,54.04,19.03,69.57,64,0,6.67,clear sky
391,Saint-Augustin,CA,51.23,-58.65,56.66,88,100,15.43,overcast clouds
392,Hagere Hiywet,ET,8.98,37.85,56.28,97,100,2.91,light rain
393,Tuktoyaktuk,CA,69.45,-133.04,57.2,77,100,14.97,overcast clouds
394,Ilulissat,GL,69.22,-51.10,48.83,61,100,6.26,overcast clouds
395,Clyde River,CA,70.47,-68.59,39.43,93,100,8.05,light rain
396,Zolotukhino,RU,52.08,36.38,55.47,96,10,12.91,clear sky
397,Half Moon Bay,US,37.46,-122.43,82.87,66,0,18.41,clear sky
398,Tiksi,RU,71.69,128.87,38.26,90,86,18.66,overcast clouds
399,Russell,US,32.35,-85.20,93.38,52,65,3.98,broken clouds
400,Dudinka,RU,69.41,86.18,52.63,79,98,9.57,overcast clouds
401,Ewa Beach,US,21.32,-158.01,82.09,68,40,13.8,scattered clouds
402,Olinda,BR,-8.01,-34.86,74.93,88,100,11.5,mist
403,Bukan,IR,36.52,46.21,82.47,16,0,6.2,clear sky
404,Marawi,PH,8.00,124.29,69.64,94,46,3.56,scattered clouds
405,Nemuro,JP,43.32,145.57,57.56,91,64,8.77,broken clouds
406,Akcakoca,TR,41.09,31.12,65.14,76,0,4.76,clear sky
407,Buta,CD,2.79,24.73,69.57,99,95,1.01,moderate rain
408,Senneterre,CA,48.38,-77.23,72.46,90,100,9.15,overcast clouds
409,Quang Ngai,VN,15.12,108.80,75.36,90,49,5.08,scattered clouds
410,Ginda,IN,30.69,78.49,66.83,96,100,0.54,overcast clouds
411,Kavieng,PG,-2.57,150.80,81.16,79,90,11.01,light rain
412,Yamada,JP,39.47,141.95,70.18,93,74,3.49,broken clouds
413,Moindou,NC,-21.69,165.68,74.73,86,99,5.03,overcast clouds
414,Merta,IN,26.65,74.03,84.13,72,96,13.85,overcast clouds
415,Dalvik,IS,65.97,-18.53,48.13,91,100,3.62,overcast clouds
416,Cairns,AU,-16.92,145.77,69.75,85,100,10.36,overcast clouds
417,Chirongui,YT,-12.93,45.15,67.93,64,1,4.52,clear sky
418,Takhatgarh,IN,25.33,73.00,81.9,81,99,15.59,heavy intensity rain
419,Flinders,AU,-34.58,150.86,50.18,93,100,4.0,light rain
420,Aquiraz,BR,-3.90,-38.39,80.69,74,67,9.95,broken clouds
421,Awbari,LY,26.59,12.78,85.24,20,0,6.02,clear sky
422,Pathein,MM,16.78,94.73,78.04,89,100,9.8,overcast clouds
423,Loanda,AO,-8.84,13.23,69.8,83,0,6.91,clear sky
424,Nelson Bay,AU,-32.72,152.15,61.0,84,81,8.99,broken clouds
425,Havelock,US,34.88,-76.90,87.75,82,40,18.99,thunderstorm
426,Kudahuvadhoo,MV,2.67,72.89,79.66,73,100,15.7,overcast clouds
427,Burgeo,CA,47.62,-57.62,60.1,93,100,31.36,overcast clouds
428,Vrises,GR,35.49,23.89,79.2,56,0,5.06,clear sky
429,Hachinohe,JP,40.50,141.50,68.05,95,2,4.9,clear sky
430,Kontagora,NG,10.40,5.47,75.61,77,98,0.81,overcast clouds
431,Fengcheng,CN,40.45,124.07,68.11,88,100,3.53,overcast clouds
432,Dandong,CN,40.13,124.39,67.86,90,88,5.19,overcast clouds
433,Baoro,CF,5.67,15.97,68.49,98,100,2.73,light rain
434,George Town,MY,5.41,100.34,80.89,95,20,5.01,few clouds
435,Dakar,SN,14.69,-17.44,80.73,89,75,2.3,broken clouds
436,Waipawa,NZ,-41.41,175.52,45.46,93,100,16.71,overcast clouds
437,Hobyo,SO,5.35,48.53,75.63,79,25,25.66,scattered clouds
438,Coihaique,CL,-45.58,-72.07,34.41,93,75,3.44,light snow
439,Waingapu,ID,-9.66,120.26,70.63,83,15,8.23,few clouds
440,Abengourou,CI,6.73,-3.50,69.33,87,71,3.42,broken clouds
441,Namibe,AO,-15.20,12.15,62.33,83,1,5.84,clear sky
442,Mayya,RU,61.73,130.28,67.32,88,99,3.89,overcast clouds
443,Envira,BR,-7.30,-70.22,89.83,38,5,2.59,clear sky
444,Jinxiang,CN,27.43,120.61,80.4,89,35,10.09,scattered clouds
445,Yantal,RU,56.85,105.25,54.45,92,96,3.0,overcast clouds
446,Mangai,CD,-4.05,19.53,75.13,59,25,1.32,scattered clouds
447,Woodburn,US,45.14,-122.86,90.01,45,0,4.61,clear sky
448,Lar,IN,26.20,83.97,81.34,81,100,8.1,overcast clouds
449,Togur,RU,58.36,82.83,58.17,74,80,4.47,broken clouds
450,Colac,AU,-38.33,143.58,44.08,91,0,5.75,clear sky
451,Zhigansk,RU,66.77,123.37,50.09,67,99,14.9,overcast clouds
452,Longkou,CN,37.65,120.33,71.64,85,100,4.59,overcast clouds
453,Barra Do Corda,BR,-5.50,-45.25,84.27,35,45,1.74,scattered clouds
454,Yeppoon,AU,-23.13,150.73,58.78,94,100,21.25,moderate rain
455,High Level,CA,58.52,-117.14,75.31,43,40,9.22,scattered clouds
456,Maragogi,BR,-9.01,-35.22,74.48,89,43,11.92,scattered clouds
457,Esperantina,BR,-3.90,-42.23,82.8,44,15,4.41,few clouds
458,San Juan Del Rio,MX,20.38,-100.00,82.33,25,48,11.25,scattered clouds
459,Goalpara,IN,26.17,90.62,78.94,92,100,4.59,light rain
460,Pensacola,US,30.42,-87.22,92.93,73,63,8.99,broken clouds
461,Riyadh,SA,24.69,46.72,96.94,10,81,9.31,broken clouds
462,Aripuana,BR,-9.17,-60.63,90.45,31,0,1.36,clear sky
463,La Ronge,CA,55.10,-105.28,70.05,43,75,20.71,broken clouds
464,Utrecht,NL,52.00,5.25,74.03,75,83,1.99,broken clouds
465,Pleasanton,US,37.66,-121.87,93.47,36,0,9.22,clear sky
466,Superior,US,46.72,-92.10,85.77,49,40,27.63,scattered clouds
467,Havre-Saint-Pierre,CA,50.23,-63.60,77.36,53,75,16.11,broken clouds
468,San Bartolome,ES,27.92,-15.57,66.67,69,0,26.46,clear sky
469,Kosh-Agach,RU,50.00,88.67,43.16,72,73,2.89,broken clouds
470,Ayagoz,KZ,47.97,80.44,66.22,33,26,8.99,scattered clouds
471,Fortuna,US,40.60,-124.16,69.93,71,36,3.0,scattered clouds
472,Mangrol,IN,21.12,70.12,80.37,85,76,17.58,broken clouds
473,Martapura,ID,-3.42,114.85,75.29,100,20,0.0,few clouds
474,Vryburg,ZA,-26.96,24.73,56.3,45,16,9.24,few clouds
475,Langenburg,DE,49.25,9.85,70.5,86,100,18.41,thunderstorm with light rain
476,Quatre Cocos,MU,-20.21,57.76,68.11,73,97,20.45,light rain
477,Druzhinino,RU,56.79,59.51,50.72,97,10,4.5,clear sky
478,Bonthe,SL,7.53,-12.51,74.48,91,100,10.54,light rain
479,Alamos,MX,27.02,-108.93,95.5,41,27,9.17,scattered clouds
480,Moree,AU,-29.47,149.85,47.73,75,84,8.5,light rain
481,Sid,RS,45.13,19.23,73.15,31,1,3.29,clear sky
482,Tingi,TZ,-11.30,35.03,56.82,73,13,3.83,few clouds
483,Pandan,PH,14.05,124.17,81.21,85,99,6.33,overcast clouds
484,Pires Do Rio,BR,-17.30,-48.28,72.16,35,4,7.05,clear sky
485,Kharan,PK,28.58,65.42,87.82,49,88,7.18,overcast clouds
486,Petrozavodsk,RU,61.78,34.35,67.48,77,3,13.42,clear sky
487,Yerbogachen,RU,61.28,108.01,52.99,95,100,3.38,overcast clouds
488,Hervey Bay,AU,-25.30,152.85,62.55,79,100,22.35,light rain
489,Dunedin,NZ,-45.87,170.50,42.8,80,100,17.0,overcast clouds
490,Svetlogorsk,BY,52.63,29.73,55.62,75,1,8.72,clear sky
491,Jasper,US,37.20,-94.35,104.68,31,0,5.75,clear sky
492,Liwale,TZ,-9.77,37.93,64.18,78,57,2.93,broken clouds
493,Moerai,PF,-22.43,-151.33,71.2,73,100,34.56,light rain
494,Roma,US,43.21,-75.46,95.36,47,40,11.5,scattered clouds
495,Rawson,AR,-43.30,-65.10,48.72,47,100,23.53,overcast clouds
496,Korla,CN,41.76,86.15,67.69,49,0,2.86,clear sky
497,Makushino,RU,55.21,67.24,60.94,95,84,11.01,broken clouds
498,Shumskiy,RU,54.83,99.13,51.13,88,27,2.64,scattered clouds
499,Banda Aceh,ID,5.56,95.32,80.17,72,100,15.03,overcast clouds
500,Henties Bay,NA,-22.12,14.28,55.29,85,0,6.78,clear sky
501,Hammerfest,NO,70.66,23.68,63.05,67,40,6.91,scattered clouds
502,Vernon,CA,50.26,-119.27,91.24,34,6,2.3,clear sky
503,Xining,CN,36.62,101.77,55.15,69,96,2.68,moderate rain
504,Trinidad,BO,-14.83,-64.90,91.38,38,20,6.91,few clouds
505,Molteno,ZA,-31.40,26.36,47.88,51,61,2.73,broken clouds
506,Panaba,MX,21.28,-88.27,93.31,45,43,16.71,scattered clouds
507,Barabai,ID,-2.58,115.38,72.84,96,6,1.36,clear sky
508,Lincoln,US,40.80,-96.67,94.28,48,0,14.97,clear sky
509,Bourges,FR,47.25,2.42,71.19,65,66,1.3,broken clouds
510,Karratha,AU,-20.74,116.85,66.43,62,3,6.11,clear sky
511,Rapid Valley,US,44.06,-103.15,100.76,16,0,5.01,clear sky
512,Aksarka,RU,66.56,67.80,56.57,69,100,7.7,overcast clouds
513,Chiapa,MX,18.47,-96.94,77.77,52,84,6.87,broken clouds
514,Taltal,CL,-25.40,-70.48,58.78,82,100,2.73,overcast clouds
515,Verkhnevilyuysk,RU,63.45,120.32,54.46,97,100,3.71,light rain
516,Salalah,OM,17.02,54.09,77.09,100,100,3.44,drizzle
517,Touros,BR,-5.20,-35.46,75.78,81,84,11.92,broken clouds
518,Lagoa,PT,39.05,-27.98,72.05,80,7,3.8,clear sky
519,Abu Kamal,SY,34.45,40.92,94.42,17,0,9.19,clear sky
520,Boromo,BF,11.75,-2.93,76.35,79,6,5.68,clear sky
521,Monteagudo,BO,-19.82,-63.98,80.69,38,51,5.82,broken clouds
522,Kutum,SD,14.20,24.67,75.2,62,96,9.98,light rain
523,Diu,IN,20.71,70.98,79.75,86,100,16.44,overcast clouds
524,Tual,ID,-5.67,132.75,78.6,77,100,17.85,overcast clouds
525,Carauari,BR,-4.88,-66.90,82.6,62,97,0.49,overcast clouds
526,Lovozero,RU,68.00,35.01,54.43,83,5,5.82,clear sky
527,Sorong,ID,-0.88,131.25,77.31,90,96,8.48,overcast clouds
528,Darhan,MN,49.49,105.92,54.28,78,80,3.33,broken clouds
529,Sahuaripa,MX,29.05,-109.23,95.04,43,3,6.55,clear sky
530,Teeli,RU,51.03,90.23,50.63,64,58,2.19,broken clouds
531,Labuhan,ID,-6.88,112.21,74.79,82,0,11.12,clear sky
532,Shawville,CA,45.60,-76.48,83.77,54,81,13.27,broken clouds
533,Tottori,JP,35.50,134.23,74.75,85,70,3.0,broken clouds
534,Yangjiang,CN,21.85,111.97,80.42,89,72,6.55,broken clouds
535,Kearney,US,40.70,-99.08,87.71,37,0,5.75,clear sky
536,Nisia Floresta,BR,-6.09,-35.21,82.78,89,79,7.52,broken clouds
